男|甘肃|1985|同济大学（四平路）|本科在读|本科在读|材料科学与工程|本科大四学生|小学数学,初一初二数学,初一初二物理,初三数学,初三物理,|性格温和，有热情，做事认真稳重||小学数学,初一初二数学,初一初二物理,初三数学,初三物理,|||
女|上海|1986|上海外国语大学（松江）|本科在读|本科在读|阿拉伯语|本科大三学生|小学数学,小学英语,初一初二英语,初一初二数学,初三英语,初三数学,高一高二英语,高三英语,|高考英语取得137的高分，可以说对高考英语有自己独特的复习方法。做事有耐心，有责任心，非常适合陪读。||小学数学,小学英语,初一初二英语,初一初二数学,初三英语,初三数学,高一高二英语,高三英语,|||
女|江西|1984|华东师范大学（普陀）|本科在读|本科在读|音乐|本科大四学生|您提交的资料内有不正常字符，请您尽量只用逗号句号，少用其它标点。请您及时重新修改,乐理，视唱，练耳|本人一直主修声乐和琵琶，声乐多次在新余市获奖，现在班上成绩优秀。琵琶在江西省第一届琵琶大赛中获三等奖。||您提交的资料内有不正常字符，请您尽量只用逗号句号，少用其它标点。请您及时重新修改,乐理，视唱，练耳|||
女|上海|1983|上海大学（嘉定）|本科在读|本科在读|国际经济与贸易|本科大四学生|小学语文,小学数学,小学英语,初一初二语文,初一初二英语,初一初二数学,初一初二物理,初三语文,初三英语,初三数学,高一高二英语,高一高二数学,高三英语,初级英语口语,初级新概念英语,初级牛津英语,|大学期间英语是免修的，英语成绩很好，曾一直做过两年的英语家教，在校期间理科也相当感兴趣，现在在备考研究生，所以有时间做家教||小学语文,小学数学,小学英语,初一初二语文,初一初二英语,初一初二数学,初一初二物理,初三语文,初三英语,初三数学,高一高二英语,高一高二数学,高三英语,初级英语口语,初级新概念英语,初级牛津英语,|||
女|浙江|1982|上海音乐学院（汾阳路）|本科在读|本科在读|声乐|本科大五学生|您提交的资料内有不正常字符，请您尽量只用逗号句号，少用其它标点。请您及时重新修改,合唱，乐理|2005年毕业于上海音乐学院声乐系本科.擅长将美声唱法和民族唱法相结合演唱不同风格的歌曲.长期教授学生声乐,有耐心,责任心.注重运用科学的发声方法,并培养学生对声乐的兴趣以及良好的音乐修养.上课严肃而不失活泼.所教的学生都有长足的进步,有的考上音乐学院,有的在省市歌唱比赛中获奖.||您提交的资料内有不正常字符，请您尽量只用逗号句号，少用其它标点。请您及时重新修改,合唱，乐理|||
女|江西|1983|华东师范大学（普陀）|本科在读|本科在读|声乐（美声，通俗），琵琶，乐理，练耳，视|本科大三学生|您提交的资料内有不正常字符，请您尽量只用逗号句号，少用其它标点。请您及时重新修改,乐理，视唱，练耳|一直主修声乐和琵琶，琵琶曾在江西省第一届琵琶大赛中获三等奖，声乐常在我新余市内获奖||您提交的资料内有不正常字符，请您尽量只用逗号句号，少用其它标点。请您及时重新修改,乐理，视唱，练耳|||
男|上海|1983-12|上海外国语大学（松江）|本科在读|本科在读|日文经贸|本科大四学生|日语,初三英语,高一英语,高二英语,高三英语,|||日语,初三英语,高一英语,高二英语,高三英语,|||
女|北京|1981|上海师范大学（徐汇）|硕士在读|硕士在读|国际关系|在读硕士生|小学语文,小学英语,初一初二语文,初一初二英语,高一高二语文,精准普通话,初级新概念英语,初高中的历史，政治|本人基本功扎实，知识面广，擅长阅读，写作，英语水平良好。本人善于思考，教学认真，读本期间连年获得校优秀学生一等奖学金，北京市高校优秀毕业生。||小学语文,小学英语,初一初二语文,初一初二英语,高一高二语文,精准普通话,初级新概念英语,初高中的历史，政治|||
男|江西|1978|上海大学|本科毕业|本科毕业|计算机科学|网络工程师|小学数学,初一初二数学,初一初二物理,初一初二化学,初三化学,初三物理,高一高二物理,高一高二化学,高三化学,高三物理,计算机基本操作,计算机应用能力中级,计算机应用能力初级,高级数据库,初级微软证书,程序设计初级,|||小学数学,初一初二数学,初一初二物理,初一初二化学,初三化学,初三物理,高一高二物理,高一高二化学,高三化学,高三物理,计算机基本操作,计算机应用能力中级,计算机应用能力初级,高级数据库,初级微软证书,程序设计初级,|||
男|江苏|1980|华东理工大学（梅陇）|硕士在读|硕士在读|化学|在读硕士生|小学数学,小学奥数,初一初二数学,初一初二化学,初一初二物理,初三数学,初三物理,初三化学,高一高二数学,高一高二化学,高一高二物理,高一高二英语,高三数学,高三物理,高三化学,高等数学,|||小学数学,小学奥数,初一初二数学,初一初二化学,初一初二物理,初三数学,初三物理,初三化学,高一高二数学,高一高二化学,高一高二物理,高一高二英语,高三数学,高三物理,高三化学,高等数学,|||
男|四川|1958|上海外国语大学（虹口）|大专在读|大专在读|计算机及应用|自学考试生|小学语文,小学数学,|||小学语文,小学数学,|||
女|上海|1983|华东师范大学|本科毕业|本科毕业|旅游管理|出境商务部|小学英语,精准普通话,初级新概念英语,成人英语口语外国人中文辅导|开朗热情，有亲和力，大学期间连续两年获得奖学金。大二顺利通过四六级，连任两年团支书，很有责任心。||小学英语,精准普通话,初级新概念英语,成人英语口语外国人中文辅导|||
男|上海|1985|华东理工大学（梅陇）|本科在读|本科在读|机械工程动力学院|本科大四学生|小学英语,小学数学,初一初二英语,初一初二数学,初一初二物理,初一初二化学,初三英语,初三数学,初三物理,初三化学,高一高二数学,高一高二物理,高三数学,高三物理,上海话,高等数学,计算机初级应用均可|理科是绝对的强项,计算机也不错,从小学两年及就参加各类比赛,也获得不少的奖,语言类比如PASCAL,C,应用类如AUTOCAD,3DSMAX也略知一二!||小学英语,小学数学,初一初二英语,初一初二数学,初一初二物理,初一初二化学,初三英语,初三数学,初三物理,初三化学,高一高二数学,高一高二物理,高三数学,高三物理,上海话,高等数学,计算机初级应用均可|||
男|韩国|1983|韩国汉阳大学|本科在读|本科在读|工商管理|海外工作归国人员|初级韩语,高级韩语,|韩国语发音以及口语书面能力||初级韩语,高级韩语,|||
女|山东|1981|上海大学（宝山）|硕士在读|硕士在读|系统分析与集成|在读硕士生|初一初二数学,小学数学,初三数学,高一高二数学,初一初二英语,小学语文,初三英语,初三化学,|||初一初二数学,小学数学,初三数学,高一高二数学,初一初二英语,小学语文,初三英语,初三化学,|||
女|上海|1984—8|上海大学（宝山）|本科在读|本科在读|经济、英语|本科大四学生|小学英语,小学数学,小学语文,初一初二英语,初三英语,高一英语,高二英语,高三英语,上海话,普通话,|本人在大二之前已通过了CET4、CET6及英语专业四级。可以胜任各种英语辅导。性格开朗、热情。并且可以熟练的说上海话，普通话，语言上没有障碍。可以帮助辅导对象取得显著进步。||小学英语,小学数学,小学语文,初一初二英语,初三英语,高一英语,高二英语,高三英语,上海话,普通话,|||
男|江苏|1979|上海大学（延长路）|硕士在读|硕士在读|传播学|在读硕士生|乒乓球,书法,小学语文,小学数学,小学英语,初一初二语文,初一初二英语,初三英语,初三语文,高一高二语文,高一高二英语,|||乒乓球,书法,小学语文,小学数学,小学英语,初一初二语文,初一初二英语,初三英语,初三语文,高一高二语文,高一高二英语,|||
男|上海|1984|上海对外贸易学院（松江）|本科在读|本科在读|国际营销|本科大三学生|小学数学,初一初二数学,初三数学,高一高二数学,高三数学,|||小学数学,初一初二数学,初三数学,高一高二数学,高三数学,|||
女|江西|1983|星海音乐学院|本科毕业|本科毕业|音乐教育|专职教师|声乐（美声）,钢琴,|||声乐（美声）,钢琴,|钢琴|3|中学一级教师
男|湖北|1980|华东师范大学（普陀）|硕士在读|硕士在读|国际关系|在读硕士生|小学语文,小学数学,小学英语,初一初二英语,初三英语,高一高二英语,初级英语口语,初级新概念英语,初中高中地理，初中高中历史，初中高中政治|有英语口语等级证书，非常精通地理和历史！||小学语文,小学数学,小学英语,初一初二英语,初三英语,高一高二英语,初级英语口语,初级新概念英语,初中高中地理，初中高中历史，初中高中政治|||
女|江西|1983|华东师范大学（普陀）|硕士在读|硕士在读|历史学|在读硕士生|初一初二数学,初一初二物理,初一初二化学,初一初二英语,初三数学,初三物理,初三化学,|认真负责，熟悉初中英、数、理、化各科目，学习成绩优秀。||初一初二数学,初一初二物理,初一初二化学,初一初二英语,初三数学,初三物理,初三化学,|||
男|上海|1985|上海对外贸易学院（松江）|本科在读|本科在读|商务日语|本科大三学生|小学数学,小学英语,初一初二英语,初一初二数学,初一初二物理,初三数学,初三物理,中考心里辅导,高一高二数学,高一高二物理,上海话,精准普通话,初级日语,网球,|毕业于上海市重点高中，初中参加奥数比赛并获奖，曾获区优秀队员称号，高中多次荣获优秀干部，优秀团员等荣誉，擅长数学，物理。||小学数学,小学英语,初一初二英语,初一初二数学,初一初二物理,初三数学,初三物理,中考心里辅导,高一高二数学,高一高二物理,上海话,精准普通话,初级日语,网球,|||
